Brand,Nume,Pret_Nou,Pret_vechi,Marime,Gen,Data
ADIDAS,ADIDAS Pantofi sport ESSENTIAL FUN II W,"163,00","162,99",39 1/3,femei,2019-11-03 17:39:32.046445

ADIDAS,ADIDAS Pantofi sport ESSENTIAL FUN II W,"163,00","162,99",39 1/3,femei,2019-11-03 17:39:33.074275

ADIDAS,ADIDAS Pantofi sport ESSENTIAL FUN W,"128,79","161,00",39 1/3,femei,2019-11-03 17:39:34.138404

ELLESSE,ELLESSE Pantofi sport EVELYN,"269,99","269,99",36,femei,2019-11-03 17:39:35.183884

REEBOK,REEBOK Pantofi sport EXPRESS RUNNER,"144,00","144,00",36,femei,2019-11-03 17:39:36.271633

CHAMPION,CHAMPION Pantofi sport FIONA,"67,50","90,00",36,femei,2019-11-03 17:39:37.285995

CHAMPION,CHAMPION Pantofi sport FIONA,"85,00","85,00",40,femei,2019-11-03 17:39:38.314441

CHAMPION,CHAMPION Pantofi sport FIONA PREMIUM,"80,75","95,00",40,femei,2019-11-03 17:39:39.364538

CHAMPION,CHAMPION Pantofi sport FIONA PREMIUM,"79,80","114,00",36,femei,2019-11-03 17:39:40.362387

CHAMPION,CHAMPION Pantofi sport FIONA V1,"60,00","80,00",40,femei,2019-11-03 17:39:41.401178

CHAMPION,CHAMPION Pantofi sport FIONA V1,"64,00","80,00",40,femei,2019-11-03 17:39:42.481532

CHAMPION,CHAMPION Pantofi sport FLORA,"77,90","95,00",40,femei,2019-11-03 17:39:43.565753

CHAMPION,CHAMPION Pantofi sport FLOW,"86,41","108,00",40,femei,2019-11-03 17:39:44.646769

CHAMPION,CHAMPION Pantofi sport FLOW NEOPRENE,"101,99","120,00",40,femei,2019-11-03 17:39:46.080573

CHAMPION,CHAMPION Pantofi sport FLOW NEOPRENE,"101,99","120,00",40,femei,2019-11-03 17:39:48.199621

CHAMPION,CHAMPION Pantofi sport FLOW NYLON,"101,99","120,00",40,femei,2019-11-03 17:39:49.327615

CHAMPION,CHAMPION Pantofi sport FLOW SATIN,"101,99","120,00",40,femei,2019-11-03 17:39:50.349656

CHAMPION,CHAMPION Pantofi sport FLOW SATIN,"101,99","120,00",40,femei,2019-11-03 17:39:51.348280

REEBOK,REEBOK Pantofi sport FOREVER FLOATRIDE ENERGY,"305,00","305,00",36,femei,2019-11-03 17:39:52.473966

LOTTO,LOTTO Pantofi sport FURI,"102,00","101,99",37,femei,2019-11-03 17:39:54.044108

LOTTO,LOTTO Pantofi sport FURI,"96,90","114,00",37,femei,2019-11-03 17:39:55.130095

ADIDAS,ADIDAS Pantofi sport FUSION STORM WTR,"379,99","379,99",39 1/3,femei,2019-11-03 17:39:56.238277

ASICS,ASICS Pantofi sport FUZEX,"327,25","385,00",39,femei,2019-11-03 17:39:57.471185

CHAMPION,CHAMPION Pantofi sport GAL,"189,99","190,00",40,femei,2019-11-03 17:39:59.156871

CHAMPION,CHAMPION Pantofi sport GAL,"88,20","147,00",40,femei,2019-11-03 17:40:01.366573

CHAMPION,CHAMPION Pantofi sport GAL,"80,75","95,00",40,femei,2019-11-03 17:40:02.882719

CHAMPION,CHAMPION Pantofi sport GAL,"209,99","209,99",40,femei,2019-11-03 17:40:04.707780

ADIDAS,ADIDAS Pantofi sport GALAXY 4,"182,00","182,00",36,femei,2019-11-03 17:40:06.081251

ADIDAS,ADIDAS Pantofi sport GALAXY 4,"239,99","239,99",39 1/3,femei,2019-11-03 17:40:07.597855

ADIDAS,ADIDAS Pantofi sport GALAXY 4,"155,00","155,00",39 1/3,femei,2019-11-03 17:40:08.995769

ADIDAS,ADIDAS Pantofi sport GALAXY 4,"239,99","239,99",39 1/3,femei,2019-11-03 17:40:10.382850

ADIDAS,ADIDAS Pantofi sport GALAXY 4,"239,99","239,99",39 1/3,femei,2019-11-03 17:40:11.849599

ADIDAS,ADIDAS Pantofi sport GALAXY ALLEGRA III,"207,90","231,00",36 2/3,femei,2019-11-03 17:40:13.420555

CHAMPION,CHAMPION Pantofi sport GAMA,"90,00","90,00",40,femei,2019-11-03 17:40:15.138004

CHAMPION,CHAMPION Pantofi sport GAMA,"102,60","114,00",40,femei,2019-11-03 17:40:20.484139

CHAMPION,CHAMPION Pantofi sport GAMA,"92,34","114,00",40,femei,2019-11-03 17:40:21.844912

ASICS,ASICS Pantofi sport GEL-NIMBUS 19 FLASH CORAL/DARK PURPLE/WHITE,"480,00","480,00",37,femei,2019-11-03 17:40:23.106992

ASICS,ASICS Pantofi sport GEL-ROCKET 8,"178,50","210,00",37,femei,2019-11-03 17:40:24.560767

ASICS,ASICS Pantofi sport GEL-SONOMA 3 G-TX,"249,90","294,00",37,femei,2019-11-03 17:40:26.055556

CHAMPION,CHAMPION Pantofi sport GELE 3,"80,00","80,00",40,femei,2019-11-03 17:40:27.238074

CHAMPION,CHAMPION Pantofi sport GELE 3,"159,99","160,00",40,femei,2019-11-03 17:40:28.450143

ELLESSE,ELLESSE Pantofi sport GLINT 03.GREY SILVER,"77,40","90,00",37,femei,2019-11-03 17:40:29.674710

ELLESSE,ELLESSE Pantofi sport GLINT 04.RED,"81,00","90,00",37,femei,2019-11-03 17:40:30.919716

ADIDAS,ADIDAS Pantofi sport GRAND COURT,"214,00","214,00",39 1/3,femei,2019-11-03 17:40:32.690556

ADIDAS,ADIDAS Pantofi sport GRAND COURT,"329,99","329,99",39 1/3,femei,2019-11-03 17:40:33.942669

ADIDAS,ADIDAS Pantofi sport GRAND COURT,"329,99","329,99",39 1/3,femei,2019-11-03 17:40:35.227289

CHAMPION,CHAMPION Pantofi sport GRETA,"120,00","150,00",40,femei,2019-11-03 17:40:36.520255

ELLESSE,ELLESSE Pantofi sport HAAN,"95,20","119,00",36,femei,2019-11-03 17:40:37.901565

ELLESSE,ELLESSE Pantofi sport HAAN,"95,20","119,00",36,femei,2019-11-03 17:40:39.148552

ELLESSE,ELLESSE Pantofi sport HAAN,"95,20","119,00",36,femei,2019-11-03 17:40:40.351021

ELLESSE,ELLESSE Pantofi sport HAAN,"76,51","85,00",36,femei,2019-11-03 17:40:41.464789

ELLESSE,ELLESSE Pantofi sport HALLEY,"85,00","85,00",36,femei,2019-11-03 17:40:42.711652

ELLESSE,ELLESSE Pantofi sport HALLEY,"85,00","85,00",36,femei,2019-11-03 17:40:43.962782

ELLESSE,ELLESSE Pantofi sport HEIDI,"80,75","95,00",37,femei,2019-11-03 17:40:45.232421

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 MID,"349,99","349,99",39 1/3,femei,2019-11-03 17:40:46.404528

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 MID,"349,99","349,99",39 1/3,femei,2019-11-03 17:40:47.867105

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 MID,"299,99","299,99",39 1/3,femei,2019-11-03 17:40:49.170911

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 MID,"329,99","329,99",39 1/3,femei,2019-11-03 17:40:50.510150

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 MID,"329,99","329,99",39 1/3,femei,2019-11-03 17:40:51.794890

CHAMPION,CHAMPION Pantofi sport IONX,"95,00","95,00",40,femei,2019-11-03 17:40:53.157561

CHAMPION,CHAMPION Pantofi sport IONX,"95,00","95,00",40,femei,2019-11-03 17:40:54.468887

CHAMPION,CHAMPION Pantofi sport JADE,"249,99","250,00",40,femei,2019-11-03 17:40:55.689926

CHAMPION,CHAMPION Pantofi sport JADE,"249,99","250,00",40,femei,2019-11-03 17:40:57.026645

ELLESSE,ELLESSE Pantofi sport JAMIE,"74,24","99,00",38,femei,2019-11-03 17:40:58.245844

ELLESSE,ELLESSE Pantofi sport JAMIE,"74,24","99,00",36,femei,2019-11-03 17:40:59.489674

CHAMPION,CHAMPION Pantofi sport JANE,"199,99","199,99",40,femei,2019-11-03 17:41:00.748505

CHAMPION,CHAMPION Pantofi sport JANE,"199,99","199,99",40,femei,2019-11-03 17:41:01.995108

ELLESSE,ELLESSE Pantofi sport JANNY,"199,99","199,99",36,femei,2019-11-03 17:41:03.277271

ELLESSE,ELLESSE Pantofi sport JANNY,"239,99","239,99",36,femei,2019-11-03 17:41:04.546780

ELLESSE,ELLESSE Pantofi sport JESSY,"78,40","112,00",36,femei,2019-11-03 17:41:05.836675

ELLESSE,ELLESSE Pantofi sport JESSY,"78,40","112,00",36,femei,2019-11-03 17:41:07.074716

ELLESSE,ELLESSE Pantofi sport JESSY,"78,40","112,00",36,femei,2019-11-03 17:41:08.461613

ELLESSE,ELLESSE Pantofi sport JINX,"239,99","239,99",36,femei,2019-11-03 17:41:09.784240

ELLESSE,ELLESSE Pantofi sport JINX,"239,99","239,99",36,femei,2019-11-03 17:41:11.024511

SLAZENGER,SLAZENGER Pantofi sport JOLLY W,"93,50","169,99",40,femei,2019-11-03 17:41:12.227451

CHAMPION,CHAMPION Pantofi sport BERRY PS,"66,31","78,00",33,copii,2019-11-03 17:42:04.916157

PUMA,PUMA Pantofi sport CARINA L JR,"239,99","239,99",35.5,copii,2019-11-03 17:42:06.390507

CHAMPION,CHAMPION Pantofi sport CELTIC PS,"159,99","160,00",33,copii,2019-11-03 17:42:07.784670

CHAMPION,CHAMPION Pantofi sport CELTIC PS,"74,10","95,00",33,copii,2019-11-03 17:42:09.067349

CHAMPION,CHAMPION Pantofi sport CELTIC PS,"159,99","160,00",33,copii,2019-11-03 17:42:10.265790

CHAMPION,CHAMPION Pantofi sport CELTIC PS,"72,80","112,00",33,copii,2019-11-03 17:42:11.774656

NIKE,NIKE Pantofi sport CITY COURT 7 (GS),"126,50","229,99",36.5,copii,2019-11-03 17:42:13.058196

NIKE,NIKE Pantofi sport CITY COURT 7 (GS),"128,00","128,00",37.5,copii,2019-11-03 17:42:14.470383

NIKE,NIKE Pantofi sport CITY COURT 7 (PSV),"99,75","132,99",33,copii,2019-11-03 17:42:15.671121

CHAMPION,CHAMPION Pantofi sport CLASSIC GS,"55,25","85,00",36,copii,2019-11-03 17:42:17.106396

CHAMPION,CHAMPION Pantofi sport CLASSIC GS,"55,25","85,00",36,copii,2019-11-03 17:42:18.243628

CHAMPION,CHAMPION Pantofi sport CLASSIC PS,"52,49","70,00",33,copii,2019-11-03 17:42:19.561600

CHAMPION,CHAMPION Pantofi sport CLASSIC PS,"52,49","70,00",33,copii,2019-11-03 17:42:20.944112

ADIDAS,ADIDAS Pantofi sport CLOUDFOAM ULTIMATE,"174,58","203,00",35,copii,2019-11-03 17:42:22.416301

CHAMPION,CHAMPION Pantofi sport COMBO,"58,10","70,00",38,copii,2019-11-03 17:42:23.843600

CHAMPION,CHAMPION Pantofi sport CORT,"58,80","84,00",30,copii,2019-11-03 17:42:25.099504

NIKE,NIKE Pantofi sport COURT BOROUGH LOW VF (GS),"229,99","229,99",35.5,copii,2019-11-03 17:42:26.416172

NIKE,NIKE Pantofi sport COURT BOROUGH LOW VF (PSV),"189,99","190,00",33,copii,2019-11-03 17:42:28.029694

NIKE,NIKE Pantofi sport COURT BOROUGH LOW VF (TDV),"169,99","169,99",21,copii,2019-11-03 17:42:29.403386

NIKE,NIKE Pantofi sport COURT BOROUGH MID 2 BOOT (GS),"279,99","280,00",36,copii,2019-11-03 17:42:30.637795

NIKE,NIKE Pantofi sport COURT BOROUGH MID 2 EP GS,"259,99","259,99",37.5,copii,2019-11-03 17:42:31.789858

ADIDAS,ADIDAS Pantofi sport COURT STABIL J,"145,07","156,00",36,copii,2019-11-03 17:42:32.901581

ADIDAS,ADIDAS Pantofi sport COURT STABIL JR,"155,00","155,00",32,copii,2019-11-03 17:42:34.092554

ADIDAS,ADIDAS Pantofi sport CRAZYCHAOS J,"259,99","259,99",36,copii,2019-11-03 17:42:35.273066

ADIDAS,ADIDAS Pantofi sport CRAZYCHAOS J,"259,99","259,99",36,copii,2019-11-03 17:42:36.653687

ADIDAS,ADIDAS Pantofi sport CRAZYCHAOS J,"259,99","259,99",36,copii,2019-11-03 17:42:38.035493

UMBRO,UMBRO Pantofi sport CROOKED,"129,99","130,00",36,copii,2019-11-03 17:42:39.447040

CHAMPION,CHAMPION Pantofi sport DINO TD,"66,31","78,00",24,copii,2019-11-03 17:42:40.616395

CHAMPION,CHAMPION Pantofi sport DINO TD,"71,50","130,00",24,copii,2019-11-03 17:42:41.948509

LOTTO,LOTTO Pantofi sport DODO K,"55,19","119,99",32,copii,2019-11-03 17:42:43.342248

NIKE,NIKE Pantofi sport DOWNSHIFTER 8 (GS),"199,99","199,99",36.5,copii,2019-11-03 17:42:44.779718

NIKE,NIKE Pantofi sport DOWNSHIFTER 8 (GS),"140,00","140,00",35.5,copii,2019-11-03 17:42:45.969952

NIKE,NIKE Pantofi sport DOWNSHIFTER 8 (TDV),"101,00","101,00",26,copii,2019-11-03 17:42:47.304581

ADIDAS,ADIDAS Pantofi sport DURAMO 9 K,"137,00","137,00",35,copii,2019-11-03 17:42:49.032450

SKECHERS,SKECHERS Pantofi sport ENERGY LIGHTS,"179,00","179,00",27,copii,2019-11-03 17:42:50.392227

SKECHERS,SKECHERS Pantofi sport ENERGY LIGHTS,"299,99","299,99",27,copii,2019-11-03 17:42:51.704485

SKECHERS,SKECHERS Pantofi sport ENERGY LIGHTS,"159,31","179,00",27,copii,2019-11-03 17:42:53.051470

SKECHERS,SKECHERS Pantofi sport ENERGY LIGHTS,"239,99","239,99",27,copii,2019-11-03 17:42:54.437649

SKECHERS,SKECHERS Pantofi sport ENERGY LIGHTS- TARVOS,"179,00","179,00",28,copii,2019-11-03 17:42:55.877073

SKECHERS,SKECHERS Pantofi sport ERUPTERS III - DERLO,"105,01","140,00",31,copii,2019-11-03 17:42:57.094741

ADIDAS,ADIDAS Pantofi sport FORTARUN K,"121,05","136,01",35.5,copii,2019-11-03 17:42:58.574631

ADIDAS,ADIDAS Pantofi sport FORTARUN K,"209,99","209,99",28,copii,2019-11-03 17:43:00.187472

ADIDAS,ADIDAS Pantofi sport FORTARUN K,"209,99","209,99",28,copii,2019-11-03 17:43:02.645518

CHAMPION,CHAMPION Pantofi sport FUSE PS,"76,51","85,00",33,copii,2019-11-03 17:43:04.418895

CHAMPION,CHAMPION Pantofi sport FUSE PS,"76,51","90,00",33,copii,2019-11-03 17:43:06.168865

CHAMPION,CHAMPION Pantofi sport FUSE PS,"76,51","85,00",33,copii,2019-11-03 17:43:08.013741

ADIDAS,ADIDAS Pantofi sport GALAXY 4 K,"130,00","130,00",30.5,copii,2019-11-03 17:43:09.765771

ADIDAS,ADIDAS Pantofi sport GALAXY 4 K,"259,99","259,99",32,copii,2019-11-03 17:43:11.502675

ADIDAS,ADIDAS Pantofi sport GRAND COURT K,"189,99","190,00",28,copii,2019-11-03 17:43:18.492610

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 CMF C,"169,99","169,99",28,copii,2019-11-03 17:43:20.177284

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 CMF C,"169,99","169,99",28.5,copii,2019-11-03 17:43:21.854799

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 CMF I,"139,99","139,99",19,copii,2019-11-03 17:43:23.211294

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 CMF I,"139,99","139,99",19,copii,2019-11-03 17:43:24.687879

ADIDAS,ADIDAS Pantofi sport HOOPS 2.0 CMF I,"139,99","139,99",19,copii,2019-11-03 17:43:26.205505

ADIDAS,ADIDAS Pantofi sport HOOPS CMF C,"99,69","112,00",28.5,copii,2019-11-03 17:43:27.638060

ADIDAS,ADIDAS Pantofi sport HOOPS K,"96,13","108,00",28,copii,2019-11-03 17:43:29.315774

ADIDAS,ADIDAS Pantofi sport HOOPS MID 2.0 I,"189,99","190,00",26,copii,2019-11-03 17:43:30.514235

ADIDAS,ADIDAS Pantofi sport HOOPS MID 2.0 I,"114,00","190,00",26,copii,2019-11-03 17:43:32.035841

ADIDAS,ADIDAS Pantofi sport HOOPS MID 2.0 I,"126,00","126,00",19,copii,2019-11-03 17:43:33.545622

ADIDAS,ADIDAS Pantofi sport HOOPS MID 2.0 I,"189,99","190,00",19,copii,2019-11-03 17:43:34.930431

ADIDAS,ADIDAS Pantofi sport HOOPS MID 2.0 I,"189,99","190,00",19,copii,2019-11-03 17:43:36.395465

ADIDAS,ADIDAS Pantofi sport HOOPS MID 2.0 I,"209,99","209,99",19,copii,2019-11-03 17:43:38.003771

ADIDAS,ADIDAS Pantofi sport HOOPS MID 2.0 K,"209,99","209,99",32,copii,2019-11-03 17:43:39.527486

ADIDAS,ADIDAS Pantofi sport HOOPS MID 2.0 K,"144,00","144,00",36 2/3,copii,2019-11-03 17:43:40.918985

ADIDAS,ADIDAS Pantofi sport HOOPS MID 2.0 K,"144,00","144,00",36,copii,2019-11-03 17:43:42.309723

ADIDAS,ADIDAS Pantofi sport HOOPS MID 2.0 K,"209,99","209,99",28,copii,2019-11-03 17:43:43.742892

ADIDAS,ADIDAS Pantofi sport HOOPS MID 2.0 K,"209,99","209,99",29,copii,2019-11-03 17:43:45.132726

ADIDAS,ADIDAS Pantofi sport HOOPS MID 2.0 K,"239,99","239,99",28,copii,2019-11-03 17:43:46.394484

ADIDAS,ADIDAS Pantofi sport HOOPS MID K,"114,00","114,00",33,copii,2019-11-03 17:43:47.921647

CHAMPION,CHAMPION Pantofi sport JOSS GS,"189,99","190,00",36,copii,2019-11-03 17:43:49.307733

CHAMPION,CHAMPION Pantofi sport JOSS PS,"189,99","190,00",33,copii,2019-11-03 17:43:50.680673

NIKE,NIKE Pantofi sport JR MAGISTA ONDA TF,"99,00","99,00",35.5,copii,2019-11-03 17:43:52.171114

CHAMPION,CHAMPION Pantofi sport KIKI,"59,04","72,00",31,copii,2019-11-03 17:43:53.550528

CHAMPION,CHAMPION Pantofi sport KIKI,"60,00","60,00",21,copii,2019-11-03 17:43:54.991348

CHAMPION,CHAMPION Pantofi sport KIKI,"60,00","60,00",30,copii,2019-11-03 17:43:56.617962

CHAMPION,CHAMPION Pantofi sport KIKI,"60,00","60,00",21,copii,2019-11-03 17:43:58.099131

CHAMPION,CHAMPION Pantofi sport KIKI,"60,00","60,00",30,copii,2019-11-03 17:43:59.415476

CHAMPION,CHAMPION Pantofi sport LEGACY  90 KIDS GS,"70,00","70,00",38,copii,2019-11-03 17:44:00.859013

CHAMPION,CHAMPION Pantofi sport LEGACY 90 KIDS PS,"63,00","90,00",33,copii,2019-11-03 17:44:03.161820

LOTTO,LOTTO Pantofi sport LELI,"129,99","130,00",30,copii,2019-11-03 17:44:04.657284

LOTTO,LOTTO Pantofi sport LELI,"129,99","130,00",30,copii,2019-11-03 17:44:06.186702

CHAMPION,CHAMPION Pantofi sport LETTI GS,"79,80","114,00",38,copii,2019-11-03 17:44:08.197257

CHAMPION,CHAMPION Pantofi sport LETTI GS,"79,80","114,00",37,copii,2019-11-03 17:44:09.736464

CHAMPION,CHAMPION Pantofi sport LETTI GS,"71,25","95,00",36,copii,2019-11-03 17:44:11.381004

CHAMPION,CHAMPION Pantofi sport LETTI GS,"71,25","95,00",36,copii,2019-11-03 17:44:12.878205

CHAMPION,CHAMPION Pantofi sport LETTI PS,"80,00","80,00",33,copii,2019-11-03 17:44:14.804482

CHAMPION,CHAMPION Pantofi sport LIBERTY,"89,10","99,00",37,copii,2019-11-03 17:44:16.290921

ADIDAS,ADIDAS Pantofi sport LIGRA 6 YOUTH,"155,00","155,00",31.5,copii,2019-11-03 17:44:17.747445

ADIDAS,ADIDAS Pantofi sport LIGRA 6 YOUTH,"239,99","239,99",28,copii,2019-11-03 17:44:19.539622

ADIDAS,ADIDAS Pantofi sport LIGRA 6 YOUTH,"239,99","239,99",28,copii,2019-11-03 17:44:21.234422

ADIDAS,ADIDAS Pantofi sport LITE RACER INF,"91,00","91,00",26.5,copii,2019-11-03 17:44:22.752221

ADIDAS,ADIDAS Pantofi sport LITE RACER K,"133,00","132,99",31.5,copii,2019-11-03 17:44:24.413794

LOTTO,LOTTO Pantofi sport MANEZE J,"72,00","72,00",37,copii,2019-11-03 17:44:25.977546

LOTTO,LOTTO Pantofi sport MANEZE J,"66,31","78,00",36,copii,2019-11-03 17:44:27.512585

NIKE,NIKE Pantofi sport MOGAN MID 2 JR B,"161,49","190,00",36,copii,2019-11-03 17:44:29.041967

NIKE,NIKE Pantofi sport MOGAN MID 2 JR B,"154,70","182,00",37.5,copii,2019-11-03 17:44:30.588789

CHAMPION,CHAMPION Pantofi sport MONIKA,"104,49","190,00",36,copii,2019-11-03 17:44:36.144737

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 220,"145,00","145,00",37.5,copii,2019-11-03 17:44:38.415281

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 220,"145,00","145,00",36,copii,2019-11-03 17:44:40.258080

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 373,"151,00","151,00",37,copii,2019-11-03 17:44:41.827534

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 373,"239,99","239,99",32.5,copii,2019-11-03 17:44:43.429577

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 373,"140,25","165,01",32.5,copii,2019-11-03 17:44:45.362440

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 373,"156,00","156,00",35.5,copii,2019-11-03 17:44:46.790704

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 373,"156,00","156,00",35.5,copii,2019-11-03 17:44:48.615348

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 373,"156,00","156,00",35.5,copii,2019-11-03 17:44:50.752035

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 373,"140,25","165,01",31,copii,2019-11-03 17:44:52.581765

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 373,"239,99","239,99",32.5,copii,2019-11-03 17:44:54.534524

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 373,"239,99","239,99",32.5,copii,2019-11-03 17:44:55.892132

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 500,"239,99","239,99",32.5,copii,2019-11-03 17:44:57.321110

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 520,"181,00","181,00",33.5,copii,2019-11-03 17:44:59.199572

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 574,"167,00","167,00",38.5,copii,2019-11-03 17:45:01.002883

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 574,"135,72","156,00",33,copii,2019-11-03 17:45:02.793567

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 574,"162,00","161,99",32.5,copii,2019-11-03 17:45:04.603527

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 574,"172,80","191,99",36,copii,2019-11-03 17:45:06.927157

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 574,"161,99","180,00",36,copii,2019-11-03 17:45:08.866847

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 574,"151,20","168,00",31,copii,2019-11-03 17:45:11.313060

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 574,"289,99","289,99",32.5,copii,2019-11-03 17:45:15.973554

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 574,"299,99","299,99",35.5,copii,2019-11-03 17:45:17.807667

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 574,"299,99","299,99",35.5,copii,2019-11-03 17:45:19.372757

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 574,"289,99","289,99",32.5,copii,2019-11-03 17:45:20.833018

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 574,"299,99","299,99",35.5,copii,2019-11-03 17:45:22.233817

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 800,"169,00","169,00",35.5,copii,2019-11-03 17:45:23.892651

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 997,"182,00","182,00",33,copii,2019-11-03 17:45:25.842239

NEW BALANCE,NEW BALANCE Pantofi sport NEW BALANCE K 997,"181,00","181,00",32.5,copii,2019-11-03 17:45:27.605049

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEK420,"140,40","156,00",32.5,copii,2019-11-03 17:45:29.731617

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEK574,"167,00","167,00",33,copii,2019-11-03 17:45:31.708651

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEK574,"149,40","166,01",33.5,copii,2019-11-03 17:45:33.273614

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEK574,"168,00","168,00",33,copii,2019-11-03 17:45:34.880975

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEK574,"167,00","167,00",34.5,copii,2019-11-03 17:45:36.737764

NEW BALANCE,NEW BALANCE Pantofi sport NEWBALANCEK996,"169,00","169,00",32.5,copii,2019-11-03 17:45:38.270999

NIKE,NIKE Pantofi sport NIKE AIR MAX 90 LTR (GS),"282,00","281,99",37.5,copii,2019-11-03 17:45:39.913343

NIKE,NIKE Pantofi sport NIKE AIR MAX 90 LTR SE GG,"287,63","306,00",37.5,copii,2019-11-03 17:45:41.330970

NIKE,NIKE Pantofi sport NIKE AIR MAX AXIS (GS),"214,20","251,99",36.5,copii,2019-11-03 17:45:42.801416

NIKE,NIKE Pantofi sport NIKE AIR MAX AXIS (GS),"429,99","429,99",38,copii,2019-11-03 17:45:44.462248

NIKE,NIKE Pantofi sport NIKE AIR MAX AXIS (GS),"429,99","429,99",36,copii,2019-11-03 17:45:46.048846

NIKE,NIKE Pantofi sport NIKE AIR MAX COMMAND FLEX (GS),"247,85","306,00",37.5,copii,2019-11-03 17:45:47.450202

NIKE,NIKE Pantofi sport NIKE AIR MAX COMMAND FLEX (GS),"469,99","469,99",37.5,copii,2019-11-03 17:45:49.090610

NIKE,NIKE Pantofi sport NIKE AIR MAX COMMAND FLEX (TD),"161,00","161,00",22,copii,2019-11-03 17:45:50.499769

NIKE,NIKE Pantofi sport NIKE AIR MAX COMMAND FLEX (TD),"150,00","150,00",21,copii,2019-11-03 17:45:52.081854

NIKE,NIKE Pantofi sport NIKE AIR MAX FURY (GS),"234,00","234,00",37.5,copii,2019-11-03 17:45:53.802655

NIKE,NIKE Pantofi sport NIKE AIR MAX GUILE (GS),"210,61","260,00",36,copii,2019-11-03 17:45:55.434018

NIKE,NIKE Pantofi sport NIKE AIR MAX LB (GS),"211,20","240,00",40,copii,2019-11-03 17:45:57.113708

NIKE,NIKE Pantofi sport NIKE AIR MAX MOTION 2 (GS),"329,99","329,99",37.5,copii,2019-11-03 17:45:58.766262

NIKE,NIKE Pantofi sport NIKE AIR MAX MOTION 2 (GS),"369,99","369,99",36,copii,2019-11-03 17:46:00.407739

NIKE,NIKE Pantofi sport NIKE AIR MAX MOTION 2 (GS),"369,99","369,99",36,copii,2019-11-03 17:46:05.085196

NIKE,NIKE Pantofi sport NIKE AIR MAX SEQUENT 3 (GS),"211,20","240,00",37.5,copii,2019-11-03 17:46:06.289540

NIKE,NIKE Pantofi sport NIKE AIR MAX TAVAS (GS),"254,79","280,00",39,copii,2019-11-03 17:46:07.703002

NIKE,NIKE Pantofi sport NIKE AIR MAX THEA (GS),"254,99","300,00",38.5,copii,2019-11-03 17:46:09.164103

